s1_path,label_path,split
data\processed\STURM\S1\EMSR429_AOI07_27_27_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_27_27_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_080_016_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_080_016_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_090_011_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_090_011_2_2.tif,train
data\processed\Sen1Floods11\S1\Somalia_256539_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_256539_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR501_AOI01_09_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR501_AOI01_09_04_2_1.tif,train
data\processed\STURM\S1\EMSR438_AOI01_16_25_1_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_16_25_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_097_010_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_097_010_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_080_014_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_080_014_2_2.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_85652_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_85652_3_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_08_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_08_09_1_1.tif,train
data\processed\STURM\S1\EMSR471_AOI04_10_16_1_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_10_16_1_2.tif,train
data\processed\STURM\S1\EMSR637_AOI14_11_10_2_1.tif,data\processed\STURM\Floodmaps\EMSR637_AOI14_11_10_2_1.tif,train
data\processed\Sen1Floods11\S1\Pakistan_401863_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_401863_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI02_02_12_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_02_12_1_2.tif,train
data\processed\STURM\S1\EMSR265_01DRAVEIL_4_4_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_01DRAVEIL_4_4_2_1.tif,train
data\processed\Sen1Floods11\S1\Paraguay_1076204_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_1076204_3_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_096_021_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_096_021_2_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_02_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_02_06_2_2.tif,train
data\processed\STURM\S1\EMSR438_AOI01_15_35_1_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_15_35_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_13_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_13_06_1_1.tif,train
data\processed\Sen1Floods11\S1\India_652725_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_652725_1_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI01_02_02_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_02_02_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_28_25_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_28_25_1_2.tif,train
data\processed\STURM\S1\EMSR429_AOI06_27_16_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_27_16_2_2.tif,train
data\processed\STURM\S1\EMSR260_09RUBIERA_1_3_2_1.tif,data\processed\STURM\Floodmaps\EMSR260_09RUBIERA_1_3_2_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_11_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_11_01_1_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_21_20_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_21_20_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI03_10_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_10_08_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_39_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_39_09_1_1.tif,train
data\processed\STURM\S1\EMSR411_AOI01_2_4_1_1.tif,data\processed\STURM\Floodmaps\EMSR411_AOI01_2_4_1_1.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_16_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_16_03_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_17_24_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_17_24_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI05_06_15_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_06_15_1_1.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_1038087_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_1038087_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI05_07_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_07_09_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_115_009_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_115_009_2_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_29_25_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_29_25_1_1.tif,train
data\processed\STURM\S1\EMSR265_25ELBEUF_12_11_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_25ELBEUF_12_11_2_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_14_14_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_14_14_2_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_14_12_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_14_12_2_1.tif,train
data\processed\Sen1Floods11\S1\Pakistan_548910_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_548910_2_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR421_AOI02_2_7_2_2.tif,data\processed\STURM\Floodmaps\EMSR421_AOI02_2_7_2_2.tif,train
data\processed\STURM\S1\EMSR554_AOI02_10_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR554_AOI02_10_09_1_2.tif,train
data\processed\STURM\S1\EMSR265_06PARISOVERVIEW_03_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR265_06PARISOVERVIEW_03_12_2_2.tif,train
data\processed\STURM\S1\EMSR502_AOI03_03_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI03_03_08_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_25_22_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_25_22_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_107_031_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_107_031_2_2.tif,train
data\processed\STURM\S1\EMSR507_AOI03_06_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR507_AOI03_06_06_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_13_11_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_13_11_1_2.tif,train
data\processed\STURM\S1\EMSR429_AOI07_20_09_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_20_09_2_2.tif,train
data\processed\STURM\S1\EMSR517_AOI05_17_16_2_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_17_16_2_1.tif,train
data\processed\STURM\S1\EMSR324_03MOUSSAN_4_5_2_2.tif,data\processed\STURM\Floodmaps\EMSR324_03MOUSSAN_4_5_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI06_29_15_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_29_15_1_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_03_20_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_03_20_1_2.tif,train
data\processed\Sen1Floods11\S1\Somalia_167787_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_167787_1_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\USA_646878_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_646878_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR265_22LESMUREAUX_04_11_2_2.tif,data\processed\STURM\Floodmaps\EMSR265_22LESMUREAUX_04_11_2_2.tif,train
data\processed\STURM\S1\EMSR444_AOI04_08_02_1_2.tif,data\processed\STURM\Floodmaps\EMSR444_AOI04_08_02_1_2.tif,train
data\processed\STURM\S1\EMSR517_AOI06_04_22_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_04_22_1_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_167233_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_167233_2_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI01_16_16_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_16_16_1_2.tif,train
data\processed\STURM\S1\EMSR460_AOI01_05_08_1_1.tif,data\processed\STURM\Floodmaps\EMSR460_AOI01_05_08_1_1.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_17_23_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_17_23_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI07_19_19_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_19_19_1_1.tif,train
data\processed\STURM\S1\EMSR471_AOI04_12_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_12_17_1_2.tif,train
data\processed\STURM\S1\EMSR567_AOI10_05_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI10_05_03_1_2.tif,train
data\processed\STURM\S1\EMSR261_02EINBECK_05_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR261_02EINBECK_05_02_1_1.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_06_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_06_01_1_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_17_01_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_17_01_2_2.tif,train
data\processed\STURM\S1\EMSR438_AOI01_13_36_1_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_13_36_1_1.tif,train
data\processed\STURM\S1\EMSR517_AOI06_14_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_14_03_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_107_032_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_107_032_1_2.tif,train
data\processed\STURM\S1\EMSR471_AOI05_11_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_11_06_1_2.tif,train
data\processed\STURM\S1\EMSR265_06PARISOVERVIEW_08_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR265_06PARISOVERVIEW_08_11_1_1.tif,train
data\processed\STURM\S1\EMSR283_09LILLESTROM_3_2_2_1.tif,data\processed\STURM\Floodmaps\EMSR283_09LILLESTROM_3_2_2_1.tif,train
data\processed\STURM\S1\EMSR419_AOI01_6_5_2_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI01_6_5_2_1.tif,train
data\processed\Sen1Floods11\S1\Somalia_256539_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_256539_1_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR517_AOI05_12_18_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_12_18_1_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_795075_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_795075_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR502_AOI05_05_05_1_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_05_05_1_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_38_12_2_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_38_12_2_1.tif,train
data\processed\STURM\S1\EMSR265_26VERNON_07_03_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_26VERNON_07_03_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI05_06_16_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_06_16_1_2.tif,train
data\processed\STURM\S1\EMSR637_AOI12_2_4_2_2.tif,data\processed\STURM\Floodmaps\EMSR637_AOI12_2_4_2_2.tif,train
data\processed\STURM\S1\EMSR419_AOI05_03_09_2_2.tif,data\processed\STURM\Floodmaps\EMSR419_AOI05_03_09_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI05_06_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_06_15_2_1.tif,train
data\processed\Sen1Floods11\S1\Mekong_382276_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_382276_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR567_AOI10_07_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR567_AOI10_07_09_1_1.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_12_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_12_03_1_2.tif,train
data\processed\STURM\S1\EMSR265_22LESMUREAUX_05_10_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_22LESMUREAUX_05_10_1_2.tif,train
data\processed\Sen1Floods11\S1\USA_655230_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_655230_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI04_04_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI04_04_06_2_1.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_05_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_05_17_1_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_40_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_40_09_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_19_37_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_19_37_2_2.tif,train
data\processed\STURM\S1\EMSR479_AOI02_16_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR479_AOI02_16_03_1_1.tif,train
data\processed\Sen1Floods11\S1\Paraguay_36015_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_36015_0_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_148318_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_148318_2_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Somalia_61368_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_61368_2_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR471_AOI04_11_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_11_10_2_2.tif,train
data\processed\STURM\S1\EMSR629_AOI01_05_14_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_05_14_1_1.tif,train
data\processed\Sen1Floods11\S1\Pakistan_474121_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_474121_3_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_095_026_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_095_026_2_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_02_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_02_09_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_1068362_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_1068362_1_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR332_02PADOVA_01_16_2_1.tif,data\processed\STURM\Floodmaps\EMSR332_02PADOVA_01_16_2_1.tif,train
data\processed\Sen1Floods11\S1\Ghana_161233_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_161233_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR471_AOI05_13_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_13_05_1_2.tif,train
data\processed\STURM\S1\EMSR429_AOI07_29_17_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_29_17_2_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_05_14_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_05_14_2_2.tif,train
data\processed\STURM\S1\EMSR567_AOI16_3_4_2_1.tif,data\processed\STURM\Floodmaps\EMSR567_AOI16_3_4_2_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_47_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_47_08_2_2.tif,train
data\processed\STURM\S1\EMSR324_02PUICHERIC_5_6_2_1.tif,data\processed\STURM\Floodmaps\EMSR324_02PUICHERIC_5_6_2_1.tif,train
data\processed\STURM\S1\EMSR567_AOI10_06_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR567_AOI10_06_06_2_1.tif,train
data\processed\Sen1Floods11\S1\Ghana_8090_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_8090_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI01_28_30_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_28_30_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI04_10_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI04_10_05_1_2.tif,train
data\processed\STURM\S1\EMSR471_AOI05_08_05_2_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_08_05_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_092_020_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_092_020_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_104_030_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_104_030_2_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_21_26_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_21_26_1_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_04_18_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_04_18_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_986268_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_986268_3_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Nigeria_143329_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_143329_2_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR550_AOI04_03_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR550_AOI04_03_04_2_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_15_10_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_15_10_1_2.tif,train
data\processed\Sen1Floods11\S1\Mekong_977338_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_977338_1_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\USA_986268_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_986268_2_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Mekong_1396181_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1396181_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR501_AOI01_03_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR501_AOI01_03_08_1_2.tif,train
data\processed\STURM\S1\EMSR567_AOI13_05_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_05_12_2_2.tif,train
data\processed\STURM\S1\EMSR265_26VERNON_08_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR265_26VERNON_08_04_1_1.tif,train
data\processed\Sen1Floods11\S1\USA_638521_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_638521_3_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_04_21_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_04_21_1_2.tif,train
data\processed\STURM\S1\EMSR421_AOI02_2_7_2_1.tif,data\processed\STURM\Floodmaps\EMSR421_AOI02_2_7_2_1.tif,train
data\processed\STURM\S1\EMSR261_03WOLFSBURG_15_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_03WOLFSBURG_15_10_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_51_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_51_08_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_275372_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_275372_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR567_AOI13_12_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_12_06_1_2.tif,train
data\processed\STURM\S1\EMSR265_25ELBEUF_01_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_25ELBEUF_01_09_2_1.tif,train
data\processed\Sen1Floods11\S1\Pakistan_1027214_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_1027214_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_09_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_09_06_2_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_03_12_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_03_12_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI04_07_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI04_07_04_1_1.tif,train
data\processed\Sen1Floods11\S1\Ghana_134751_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_134751_1_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR502_AOI05_03_24_2_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_03_24_2_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_07_02_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_07_02_2_1.tif,train
data\processed\STURM\S1\EMSR517_AOI06_05_21_1_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_05_21_1_1.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_52223_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_52223_3_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_14_19_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_14_19_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI07_12_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_12_17_1_2.tif,train
data\processed\STURM\S1\EMSR324_04LESPIGNAN_2_1_2_2.tif,data\processed\STURM\Floodmaps\EMSR324_04LESPIGNAN_2_1_2_2.tif,train
data\processed\STURM\S1\EMSR567_AOI13_16_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_16_08_1_2.tif,train
data\processed\Sen1Floods11\S1\USA_225017_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_225017_0_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\USA_66026_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_66026_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_102_021_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_102_021_2_1.tif,train
data\processed\Sen1Floods11\S1\Somalia_93023_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_93023_1_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR502_AOI05_05_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_05_07_2_1.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_249079_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_249079_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI01_10_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_10_06_1_1.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_02_24_1_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_02_24_1_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_02_18_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_02_18_2_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_05_13_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_05_13_1_2.tif,train
data\processed\STURM\S1\EMSR629_AOI02_01_01_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_01_01_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_15_51_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_15_51_2_2.tif,train
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_06_02_2_1.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_06_02_2_1.tif,train
data\processed\Sen1Floods11\S1\India_592446_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_592446_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_13_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_13_04_2_2.tif,train
data\processed\STURM\S1\EMSR502_AOI03_03_02_1_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI03_03_02_1_2.tif,train
data\processed\STURM\S1\EMSR261_03WOLFSBURG_12_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_03WOLFSBURG_12_08_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_108_011_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_108_011_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_114_012_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_114_012_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_102_013_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_102_013_2_1.tif,train
data\processed\STURM\S1\EMSR502_AOI05_04_17_1_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_04_17_1_1.tif,train
data\processed\STURM\S1\EMSR479_AOI01_07_24_2_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_07_24_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI03_06_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_06_07_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_078_016_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_078_016_2_1.tif,train
data\processed\Sen1Floods11\S1\Somalia_371421_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_371421_0_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Pakistan_132143_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_132143_2_0_LabelHand.tif,train
